Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,No,Travel_Rarely,929,Research & Development,15,3,Medical,1,533,4,Female,84,3,1,Sales Representative,3,Married,6245,24022,9,Y,No,19,4,2,80,1,15,5,3,13,1,0,2
26,No,Travel_Rarely,140,Research & Development,1,4,Life Sciences,1,534,2,Female,75,3,2,Sales Executive,3,Married,6301,7960,2,Y,No,15,3,4,80,1,6,6,3,0,0,0,0
31,Yes,Travel_Rarely,229,Research & Development,9,5,Life Sciences,1,535,3,Female,51,4,1,Sales Executive,2,Divorced,5587,8669,3,Y,Yes,12,4,3,80,0,10,0,2,1,1,1,1
37,No,Non-Travel,321,Research & Development,29,5,Medical,1,536,3,Male,65,1,3,Sales Executive,4,Single,8908,5281,2,Y,Yes,14,3,4,80,1,16,3,2,16,0,0,0
29,Yes,Travel_Rarely,292,Research & Development,27,3,Life Sciences,1,537,4,Female,33,3,1,Sales Representative,1,Divorced,4456,22503,2,Y,Yes,17,3,4,80,0,10,2,3,2,2,1,2
34,No,Travel_Frequently,464,Research & Development,17,5,Life Sciences,1,538,1,Male,43,3,2,Sales Executive,4,Married,6046,12349,5,Y,No,14,4,4,80,0,16,4,3,16,0,0,3
46,Yes,Travel_Rarely,736,Research & Development,2,1,Technical Degree,1,539,2,Male,60,2,1,Research Scientist,1,Married,7155,10758,3,Y,Yes,14,3,4,80,0,26,4,3,1,1,1,1
32,No,Travel_Rarely,621,Research & Development,29,3,Marketing,1,540,2,Male,88,2,2,Laboratory Technician,3,Single,7433,26534,4,Y,No,12,3,4,80,1,13,2,2,3,2,2,2
45,No,Travel_Rarely,1346,Research & Development,9,5,Technical Degree,1,541,2,Male,64,1,2,Laboratory Technician,4,Married,8546,25176,4,Y,No,19,3,1,80,0,26,2,3,10,1,1,2
27,No,Travel_Rarely,957,Sales,3,3,Medical,1,542,2,Male,71,4,2,Sales Executive,1,Married,6980,26301,1,Y,No,15,3,2,80,0,8,2,4,8,0,0,6
42,No,Travel_Rarely,1326,Sales,11,3,Life Sciences,1,543,3,Male,91,4,1,Research Scientist,3,Single,4992,5638,3,Y,No,15,4,1,80,0,22,2,3,6,6,2,6
50,No,Travel_Rarely,838,Research & Development,18,3,Marketing,1,544,4,Male,52,3,2,Research Director,1,Single,8372,24291,1,Y,Yes,17,3,2,80,0,32,6,3,5,4,1,1
18,No,Travel_Rarely,228,Sales,2,4,Life Sciences,1,545,3,Female,79,3,1,Sales Representative,4,Single,4669,10281,2,Y,Yes,11,3,1,80,0,0,4,3,0,0,0,0
30,No,Travel_Rarely,749,Sales,23,3,Medical,1,546,2,Female,90,3,1,Manager,4,Divorced,5355,2409,3,Y,No,15,3,3,80,1,10,2,3,2,1,1,2
42,No,Travel_Rarely,1250,Research & Development,24,4,Life Sciences,1,547,4,Male,44,3,3,Sales Executive,4,Divorced,9445,11839,9,Y,No,20,3,1,80,1,24,2,3,4,4,1,4
35,No,Travel_Rarely,373,Research & Development,1,5,Technical Degree,1,548,3,Male,55,4,2,Research Scientist,4,Married,8380,14776,0,Y,No,15,3,3,80,1,15,1,3,1,1,1,1
40,No,Non-Travel,229,Research & Development,22,4,Life Sciences,1,549,2,Male,99,2,3,Manufacturing Director,4,Married,9346,4789,0,Y,No,16,3,4,80,1,19,6,1,6,1,1,3
32,No,Travel_Rarely,562,Human Resources,27,2,Human Resources,1,550,2,Male,99,3,1,Research Scientist,1,Married,5818,15485,0,Y,No,16,3,4,80,0,12,4,2,2,0,0,2
38,No,Travel_Rarely,645,Research & Development,1,5,Technical Degree,1,551,4,Male,46,3,1,Sales Representative,2,Married,5480,22503,1,Y,No,18,3,4,80,3,19,3,3,3,1,1,3
36,No,Non-Travel,530,Research & Development,4,3,Medical,1,552,4,Male,35,4,1,Manufacturing Director,3,Divorced,4783,11499,4,Y,Yes,16,3,2,80,0,16,3,3,4,0,0,2
48,Yes,Travel_Frequently,291,Sales,5,2,Marketing,1,553,3,Male,49,3,1,Sales Executive,3,Divorced,6895,10877,5,Y,No,22,3,3,80,1,29,3,3,0,0,0,0
39,No,Travel_Rarely,452,Research & Development,5,2,Medical,1,554,1,Female,58,4,1,Sales Representative,4,Married,5907,10532,3,Y,Yes,16,3,2,80,3,19,2,2,1,0,0,1
40,No,Travel_Rarely,1055,Research & Development,14,3,Technical Degree,1,555,4,Male,61,4,1,Research Director,2,Divorced,5757,25084,6,Y,No,14,3,3,80,1,21,5,2,8,2,1,3
33,Yes,Travel_Rarely,641,Research & Development,5,2,Medical,1,556,2,Male,73,3,1,Sales Executive,1,Single,4243,3308,1,Y,Yes,20,4,3,80,0,14,2,3,4,2,2,4
33,No,Travel_Rarely,986,Research & Development,29,2,Marketing,1,557,4,Male,93,4,4,Laboratory Technician,3,Divorced,11129,13179,0,Y,No,14,3,1,80,0,14,1,3,14,1,1,1
33,Yes,Travel_Frequently,851,Research & Development,29,3,Medical,1,558,3,Male,53,3,1,Research Scientist,1,Single,4365,8684,0,Y,Yes,13,3,2,80,0,15,2,3,8,3,1,3
41,No,Travel_Frequently,869,Sales,4,3,Other,1,559,2,Male,89,3,2,Research Scientist,4,Married,7902,24354,5,Y,No,11,3,4,80,1,21,3,3,0,0,0,0
33,No,Travel_Rarely,449,Research & Development,7,3,Medical,1,560,2,Female,37,3,2,Sales Executive,3,Married,5762,4486,3,Y,No,16,3,4,80,1,13,2,4,7,5,5,1
40,Yes,Non-Travel,831,Research & Development,8,4,Medical,1,561,1,Male,33,2,2,Laboratory Technician,4,Married,6442,12341,3,Y,Yes,14,3,3,80,1,19,3,3,1,1,1,1
56,No,Travel_Rarely,135,Research & Development,9,4,Marketing,1,562,2,Male,65,3,2,Research Director,1,Single,8634,12226,1,Y,Yes,13,3,2,80,0,35,4,3,11,3,0,2
45,No,Travel_Rarely,705,Sales,5,3,Technical Degree,1,563,1,Female,34,3,4,Laboratory Technician,4,Divorced,11583,24219,1,Y,Yes,13,3,3,80,2,24,3,1,24,4,2,3
34,Yes,Travel_Frequently,902,Human Resources,3,3,Medical,1,564,3,Female,57,3,1,Sales Executive,1,Single,5093,7461,8,Y,Yes,14,3,1,80,1,14,3,3,5,5,0,1
48,No,Travel_Rarely,356,Human Resources,2,5,Life Sciences,1,565,3,Female,93,4,3,Manufacturing Director,2,Married,9378,18155,0,Y,No,17,4,4,80,0,30,2,3,8,5,4,3
33,No,Travel_Frequently,460,Sales,2,1,Medical,1,566,3,Male,47,4,1,Research Scientist,3,Single,5811,5441,4,Y,No,16,3,4,80,0,14,2,3,2,2,1,2
19,Yes,Non-Travel,409,Research & Development,22,4,Other,1,567,3,Female,79,3,2,Sales Representative,1,Single,5711,25853,1,Y,Yes,15,4,1,80,1,0,2,3,0,0,0,0
28,Yes,Travel_Rarely,201,Research & Development,4,2,Marketing,1,568,4,Male,51,3,1,Laboratory Technician,1,Married,4755,16863,0,Y,Yes,17,3,2,80,1,10,2,3,10,2,0,1
20,No,Travel_Rarely,588,Human Resources,2,5,Technical Degree,1,569,4,Male,33,3,1,Sales Executive,1,Married,3834,17691,3,Y,No,15,3,3,80,0,2,5,2,1,1,1,1
34,Yes,Travel_Rarely,1470,Research & Development,10,3,Life Sciences,1,570,2,Male,69,3,1,Sales Executive,3,Single,4342,12897,1,Y,No,16,3,2,80,0,14,4,3,2,2,2,2
37,No,Travel_Rarely,596,Research & Development,2,3,Medical,1,571,3,Male,88,2,1,Healthcare Representative,4,Single,6141,10619,3,Y,No,13,3,4,80,1,18,1,2,4,0,0,1
52,No,Travel_Rarely,745,Research & Development,2,4,Medical,1,572,1,Male,59,3,2,Research Scientist,3,Married,7806,7391,3,Y,No,13,3,4,80,0,34,4,3,9,1,1,1
40,No,Travel_Rarely,1014,Research & Development,10,3,Technical Degree,1,573,1,Male,73,3,1,Healthcare Representative,3,Married,6758,17136,2,Y,No,15,4,2,80,0,20,3,4,3,3,3,3
35,No,Travel_Frequently,1008,Sales,9,3,Life Sciences,1,574,3,Female,93,2,4,Sales Executive,2,Divorced,9820,25867,4,Y,Yes,15,3,1,80,2,16,5,4,16,2,1,4
44,No,Travel_Rarely,1429,Research & Development,1,3,Technical Degree,1,575,3,Female,85,3,2,Research Scientist,1,Single,7698,11055,2,Y,Yes,18,3,4,80,1,23,2,3,1,1,1,1
18,Yes,Travel_Rarely,1300,Sales,7,4,Medical,1,576,4,Female,44,3,1,Laboratory Technician,1,Married,3856,24089,1,Y,No,16,3,3,80,1,0,3,3,0,0,0,0
39,No,Travel_Rarely,1211,Sales,6,1,Life Sciences,1,577,3,Male,81,2,2,Research Director,4,Single,7190,5799,3,Y,No,14,3,3,80,1,21,2,3,9,3,1,1
44,Yes,Travel_Frequently,1431,Research & Development,8,1,Life Sciences,1,578,1,Female,65,3,2,Research Director,1,Single,8066,25408,2,Y,No,11,3,2,80,1,24,1,3,2,2,0,2
24,No,Travel_Rarely,424,Research & Development,13,3,Life Sciences,1,579,4,Male,82,2,1,Sales Executive,4,Married,4752,10823,0,Y,No,18,3,1,80,1,4,0,1,4,2,0,1
47,Yes,Travel_Rarely,964,Research & Development,4,2,Medical,1,580,1,Female,65,3,2,Research Scientist,1,Married,8269,11551,6,Y,Yes,16,3,3,80,3,28,1,2,1,1,1,1
40,No,Travel_Frequently,1341,Research & Development,6,4,Life Sciences,1,581,2,Male,39,4,1,Sales Executive,3,Single,4469,13621,2,Y,No,18,3,3,80,0,19,2,3,0,0,0,0
33,No,Travel_Rarely,974,Research & Development,15,2,Life Sciences,1,582,2,Female,70,4,2,Laboratory Technician,4,Single,5623,19982,5,Y,Yes,16,4,2,80,0,12,2,1,1,0,0,0
43,No,Travel_Rarely,1467,Sales,24,3,Technical Degree,1,583,4,Male,64,3,3,Laboratory Technician,2,Single,8255,20017,5,Y,Yes,20,3,1,80,0,23,3,4,19,2,0,8
57,No,Travel_Frequently,242,Research & Development,21,2,Life Sciences,1,584,3,Female,66,4,2,Sales Representative,4,Divorced,8365,14038,1,Y,No,14,3,3,80,1,37,3,3,6,2,1,5
39,No,Travel_Rarely,716,Human Resources,7,3,Life Sciences,1,585,3,Female,92,2,2,Research Director,2,Divorced,8892,15123,2,Y,Yes,15,3,4,80,1,20,5,2,11,1,1,6
39,No,Non-Travel,1467,Research & Development,8,2,Medical,1,586,4,Male,93,2,1,Research Scientist,2,Single,5281,2841,1,Y,No,17,3,2,80,0,19,2,3,3,3,1,3
33,No,Travel_Rarely,632,Research & Development,8,1,Medical,1,587,3,Male,62,1,2,Laboratory Technician,2,Single,8401,9673,1,Y,Yes,18,3,4,80,0,14,5,3,6,4,4,2
29,No,Travel_Rarely,1135,Research & Development,19,2,Marketing,1,588,4,Female,62,2,1,Sales Representative,4,Divorced,4573,10712,6,Y,No,16,3,2,80,0,10,3,4,5,1,0,5
44,No,Travel_Frequently,144,Human Resources,17,5,Medical,1,589,3,Male,66,3,4,Manager,2,Divorced,11168,16009,4,Y,Yes,11,4,2,80,0,23,2,2,20,1,1,1
29,No,Travel_Rarely,1073,Sales,4,2,Marketing,1,590,4,Female,66,4,1,Sales Executive,2,Married,5077,15998,0,Y,Yes,11,3,4,80,3,10,3,3,10,10,2,0
38,No,Travel_Frequently,1408,Research & Development,3,4,Medical,1,591,4,Male,97,2,2,Research Scientist,4,Single,6727,19774,2,Y,No,14,3,3,80,1,17,3,3,9,1,1,5
33,Yes,Travel_Frequently,637,Research & Development,5,2,Life Sciences,1,592,3,Male,75,3,1,Laboratory Technician,2,Single,4942,19952,9,Y,Yes,15,4,2,80,0,12,1,3,0,0,0,0
41,No,Travel_Frequently,132,Research & Development,4,2,Life Sciences,1,593,3,Male,49,3,1,Research Scientist,3,Married,4038,7952,2,Y,No,11,3,1,80,0,20,3,3,6,2,2,6
40,No,Non-Travel,141,Sales,28,3,Medical,1,594,4,Male,67,3,3,Sales Executive,4,Married,8289,21276,4,Y,Yes,15,3,1,80,0,20,3,2,4,4,0,3
46,No,Travel_Rarely,1348,Research & Development,4,3,Life Sciences,1,595,3,Female,74,3,3,Sales Executive,2,Single,8055,2582,4,Y,Yes,17,3,4,80,1,25,6,3,18,4,0,4
32,No,Travel_Frequently,1111,Sales,3,5,Marketing,1,596,3,Male,75,3,1,Manufacturing Director,2,Married,5420,19930,1,Y,Yes,15,3,1,80,0,13,5,3,2,2,1,1
35,No,Travel_Rarely,251,Research & Development,22,5,Medical,1,597,4,Male,71,2,1,Research Scientist,4,Single,3909,4636,1,Y,Yes,16,3,1,80,3,15,3,2,2,2,2,2
28,Yes,Travel_Rarely,178,Research & Development,2,4,Life Sciences,1,598,3,Male,42,3,1,Sales Executive,2,Divorced,5649,20266,3,Y,Yes,17,3,2,80,1,9,3,2,4,4,3,0
33,Yes,Travel_Frequently,1226,Sales,4,3,Life Sciences,1,599,1,Male,32,1,3,Research Scientist,2,Single,8725,15222,2,Y,Yes,11,3,3,80,1,13,5,2,2,2,1,2
40,No,Travel_Rarely,1233,Research & Development,6,3,Life Sciences,1,600,2,Female,54,3,1,Manager,3,Single,6248,12984,2,Y,Yes,17,3,4,80,2,21,5,3,1,1,1,1
44,No,Travel_Rarely,270,Sales,9,3,Medical,1,601,3,Female,60,3,3,Sales Representative,4,Married,8963,19295,3,Y,No,13,3,2,80,1,26,4,2,14,2,0,4
29,No,Travel_Rarely,523,Research & Development,5,5,Medical,1,602,1,Male,34,3,2,Laboratory Technician,1,Married,5581,3000,4,Y,No,14,3,3,80,0,11,3,3,6,4,4,1
45,No,Travel_Rarely,1192,Research & Development,7,3,Medical,1,603,3,Female,87,3,3,Research Scientist,2,Divorced,9282,7660,1,Y,Yes,13,3,1,80,1,27,1,3,14,3,3,0
49,No,Non-Travel,836,Sales,3,3,Life Sciences,1,604,4,Female,54,3,2,Human Resources,2,Married,8851,17446,0,Y,No,18,3,3,80,1,30,4,4,12,1,1,2
41,No,Travel_Rarely,1438,Sales,9,3,Medical,1,605,2,Male,94,3,1,Sales Executive,2,Single,7172,23194,1,Y,Yes,11,4,2,80,0,21,2,3,2,0,0,1
54,No,Travel_Rarely,774,Human Resources,6,1,Technical Degree,1,606,1,Female,41,3,1,Sales Executive,3,Married,6847,11585,2,Y,Yes,19,3,2,80,0,33,3,4,6,3,3,4
30,No,Travel_Frequently,1048,Sales,18,5,Life Sciences,1,607,4,Male,34,3,1,Research Scientist,2,Single,3467,8538,1,Y,Yes,22,3,3,80,0,9,2,1,1,1,1,1
26,No,Travel_Rarely,814,Sales,6,3,Medical,1,608,3,Male,64,4,2,Sales Executive,3,Divorced,5382,15013,2,Y,No,11,4,4,80,0,7,2,3,7,2,2,1
21,Yes,Travel_Rarely,1419,Research & Development,6,3,Other,1,609,2,Female,43,4,2,Research Scientist,3,Married,4569,17593,0,Y,Yes,13,3,4,80,0,2,2,1,2,2,1,2
50,No,Travel_Rarely,659,Research & Development,9,2,Life Sciences,1,610,4,Male,96,3,1,Sales Representative,2,Married,6177,12557,2,Y,No,17,4,3,80,3,31,4,3,4,2,2,1
43,No,Travel_Rarely,423,Research & Development,2,4,Medical,1,611,3,Female,31,1,3,Manufacturing Director,2,Single,9098,23928,1,Y,No,12,3,1,80,1,24,3,3,3,0,0,1
36,No,Travel_Rarely,558,Sales,3,1,Life Sciences,1,612,2,Female,59,3,2,Research Scientist,1,Married,6691,15130,2,Y,No,14,3,2,80,1,15,2,3,4,1,1,4
40,Yes,Travel_Frequently,1293,Sales,15,4,Medical,1,613,2,Male,95,2,1,Research Director,1,Divorced,4541,2986,1,Y,Yes,16,3,3,80,1,20,3,3,2,1,1,1
27,No,Travel_Rarely,798,Sales,4,2,Life Sciences,1,614,1,Female,57,3,1,Sales Executive,3,Divorced,3341,7649,1,Y,Yes,13,3,4,80,1,6,6,2,3,1,1,0
59,No,Non-Travel,597,Sales,11,5,Other,1,615,4,Male,37,2,1,Sales Executive,3,Single,7075,13317,6,Y,Yes,15,4,4,80,3,40,2,3,11,3,2,1
38,No,Travel_Frequently,862,Research & Development,2,4,Marketing,1,616,3,Male,51,3,3,Laboratory Technician,1,Single,9388,19471,1,Y,No,18,3,3,80,0,20,3,4,13,2,1,2
38,No,Travel_Rarely,288,Research & Development,17,2,Marketing,1,617,3,Female,65,2,1,Manufacturing Director,3,Divorced,4212,7567,3,Y,No,15,3,2,80,1,17,2,2,3,1,1,2
44,No,Travel_Rarely,109,Sales,29,3,Marketing,1,618,4,Female,43,4,1,Sales Executive,4,Divorced,6259,26408,6,Y,No,12,3,4,80,0,26,5,4,4,0,0,1
41,No,Travel_Rarely,494,Research & Development,5,3,Medical,1,619,1,Male,63,2,2,Research Scientist,1,Single,8197,10028,2,Y,No,18,3,2,80,2,23,2,2,14,1,1,5
39,No,Travel_Rarely,947,Research & Development,7,2,Medical,1,620,1,Male,89,3,1,Manufacturing Director,3,Married,3535,15355,5,Y,No,19,3,3,80,2,20,6,3,0,0,0,0
30,No,Non-Travel,1096,Human Resources,6,4,Technical Degree,1,621,2,Female,91,4,3,Healthcare Representative,4,Married,9381,2566,0,Y,No,16,3,2,80,2,9,2,4,9,2,1,2
41,No,Travel_Rarely,1257,Human Resources,21,3,Other,1,622,1,Female,33,2,1,Manufacturing Director,1,Divorced,6042,24132,2,Y,No,12,4,2,80,0,21,1,2,2,2,2,1
54,No,Travel_Rarely,1397,Research & Development,1,3,Medical,1,623,3,Female,41,4,1,Research Scientist,4,Single,7205,21740,2,Y,No,12,3,1,80,0,33,2,3,8,6,3,3
49,No,Travel_Rarely,678,Sales,11,2,Other,1,624,3,Male,49,3,2,Sales Executive,4,Single,7103,6962,0,Y,No,11,3,3,80,0,29,2,3,6,2,1,6
51,Yes,Travel_Rarely,1137,Sales,11,3,Medical,1,625,2,Male,72,4,1,Laboratory Technician,1,Married,6910,25336,1,Y,Yes,13,3,3,80,0,31,3,3,6,4,4,2
32,No,Travel_Rarely,206,Research & Development,5,4,Medical,1,626,1,Male,55,4,3,Sales Executive,4,Single,9162,9960,1,Y,No,18,3,4,80,1,13,2,3,13,1,0,13
28,Yes,Travel_Rarely,182,Sales,3,3,Medical,1,627,1,Female,89,2,1,Research Director,2,Married,3919,19333,3,Y,Yes,13,3,4,80,0,8,2,3,1,1,1,1
36,No,Travel_Rarely,276,Research & Development,3,5,Life Sciences,1,628,4,Male,80,3,2,Laboratory Technician,1,Married,7424,22491,7,Y,No,12,3,4,80,1,15,3,4,3,1,1,0
38,No,Travel_Rarely,729,Research & Development,16,5,Life Sciences,1,629,3,Male,37,2,2,Research Scientist,3,Married,6849,20546,0,Y,Yes,18,3,1,80,0,17,4,2,5,5,0,1
47,No,Travel_Rarely,397,Research & Development,2,2,Life Sciences,1,630,3,Female,74,2,3,Healthcare Representative,1,Married,9226,24946,1,Y,Yes,18,4,3,80,2,29,4,3,12,0,0,2
22,No,Travel_Frequently,503,Research & Development,8,2,Medical,1,631,2,Male,38,2,1,Laboratory Technician,3,Married,3803,23619,1,Y,No,13,3,3,80,0,2,3,3,2,2,1,1
51,No,Travel_Rarely,1007,Research & Development,4,4,Life Sciences,1,632,3,Female,48,2,2,Research Scientist,1,Single,8295,26865,2,Y,No,17,3,4,80,0,32,5,4,11,0,0,0
36,Yes,Travel_Rarely,603,Research & Development,4,3,Medical,1,633,1,Female,42,3,2,Manager,4,Married,6718,6642,4,Y,Yes,12,3,2,80,1,17,3,1,4,4,3,2
33,No,Travel_Rarely,881,Research & Development,7,1,Other,1,634,4,Female,42,3,1,Sales Representative,3,Divorced,4127,9684,1,Y,No,14,3,1,80,1,12,0,4,1,1,1,1
28,No,Travel_Rarely,678,Sales,22,3,Life Sciences,1,635,4,Male,73,3,2,Manufacturing Director,3,Married,6554,17939,0,Y,No,11,3,2,80,0,8,2,3,8,3,1,0
22,No,Non-Travel,338,Research & Development,10,3,Medical,1,636,3,Male,69,3,1,Sales Executive,1,Single,4488,20351,3,Y,No,16,3,4,80,2,3,2,3,1,1,1,1
44,No,Travel_Rarely,205,Sales,15,4,Life Sciences,1,637,3,Female,42,4,3,Laboratory Technician,2,Single,9437,15408,5,Y,No,15,3,4,80,1,24,2,3,5,1,0,5
38,No,Travel_Rarely,432,Research & Development,9,2,Life Sciences,1,638,3,Female,99,1,2,Healthcare Representative,1,Single,5746,3935,2,Y,No,13,3,3,80,2,18,4,3,0,0,0,0
25,No,Travel_Frequently,183,Research & Development,12,2,Marketing,1,639,2,Female,60,1,1,Sales Executive,4,Married,3892,23054,2,Y,No,15,3,4,80,2,7,4,3,3,3,2,3
25,No,Travel_Frequently,966,Research & Development,6,5,Medical,1,640,2,Male,37,3,1,Research Scientist,1,Married,3605,26025,0,Y,No,14,3,1,80,1,6,2,3,6,0,0,3
34,No,Travel_Rarely,1214,Research & Development,24,4,Marketing,1,641,3,Female,38,4,1,Sales Representative,3,Married,6465,12193,1,Y,No,13,3,2,80,3,16,2,3,6,6,3,2
52,No,Travel_Rarely,577,Research & Development,7,3,Life Sciences,1,642,1,Female,71,3,2,Sales Executive,2,Single,8334,7693,1,Y,Yes,16,3,4,80,2,33,3,3,4,3,2,1
35,No,Travel_Frequently,643,Research & Development,8,4,Medical,1,643,1,Female,99,3,2,Healthcare Representative,3,Single,6576,2575,1,Y,No,14,3,2,80,3,15,6,2,4,4,0,1
23,No,Travel_Rarely,1242,Sales,8,3,Life Sciences,1,644,3,Female,70,3,1,Laboratory Technician,3,Married,3673,8004,7,Y,No,15,3,2,80,2,4,0,3,2,1,1,2
35,No,Travel_Frequently,413,Research & Development,4,4,Life Sciences,1,645,4,Female,96,1,1,Laboratory Technician,3,Married,4820,19525,2,Y,No,11,3,4,80,2,14,2,3,4,2,0,1
35,No,Travel_Frequently,268,Research & Development,3,3,Life Sciences,1,646,4,Female,61,3,3,Sales Executive,3,Single,9201,24797,1,Y,No,15,3,3,80,0,15,6,3,15,6,1,1
18,No,Travel_Frequently,802,Research & Development,2,3,Life Sciences,1,647,1,Male,61,3,2,Manager,3,Married,4136,4423,1,Y,No,14,3,4,80,0,0,5,3,0,0,0,0
37,No,Travel_Rarely,1005,Human Resources,12,4,Life Sciences,1,648,1,Male,65,3,1,Research Scientist,4,Single,5504,15873,1,Y,No,13,3,1,80,3,19,2,3,1,1,1,1
35,No,Travel_Frequently,940,Sales,4,3,Life Sciences,1,649,3,Male,79,3,1,Laboratory Technician,4,Divorced,4756,19416,2,Y,No,17,3,2,80,1,17,0,3,0,0,0,0
43,No,Travel_Rarely,1099,Research & Development,5,5,Other,1,650,4,Male,56,3,2,Manufacturing Director,3,Divorced,7785,8977,1,Y,No,11,3,2,80,0,23,3,3,19,1,1,3
54,Yes,Travel_Frequently,181,Research & Development,24,3,Life Sciences,1,651,4,Male,90,3,1,Healthcare Representative,4,Single,7319,16287,1,Y,Yes,14,3,4,80,0,36,4,3,5,3,0,2
47,No,Travel_Rarely,700,Research & Development,9,5,Life Sciences,1,652,4,Male,32,3,2,Research Director,4,Single,7204,19907,2,Y,No,16,3,2,80,1,27,2,3,5,4,3,5
35,No,Travel_Rarely,435,Sales,2,5,Life Sciences,1,653,3,Male,61,3,1,Laboratory Technician,3,Married,3905,22957,1,Y,No,21,3,2,80,1,15,5,2,11,3,1,2
27,Yes,Travel_Rarely,1162,Research & Development,15,3,Medical,1,654,2,Male,66,2,3,Research Scientist,1,Single,7716,13364,0,Y,No,11,3,1,80,0,7,2,4,3,0,0,2
60,No,Travel_Rarely,1321,Research & Development,4,4,Life Sciences,1,655,1,Female,72,2,2,Research Director,3,Married,9830,20719,0,Y,No,15,3,4,80,0,40,3,3,5,2,2,5
38,No,Travel_Rarely,495,Sales,8,3,Technical Degree,1,656,1,Female,49,3,2,Manufacturing Director,2,Divorced,7709,9610,1,Y,No,17,4,2,80,1,18,3,3,18,1,1,4
37,No,Non-Travel,235,Research & Development,7,5,Other,1,657,3,Male,60,3,2,Research Scientist,3,Married,6818,7400,0,Y,Yes,15,3,1,80,0,19,2,2,8,2,0,0
37,No,Travel_Rarely,456,Research & Development,3,3,Life Sciences,1,658,1,Female,64,3,1,Sales Executive,3,Divorced,4572,6759,1,Y,No,11,3,3,80,1,16,2,1,1,1,1,1
39,No,Travel_Frequently,247,Research & Development,2,4,Medical,1,659,4,Male,78,2,1,Manager,3,Married,4953,11032,4,Y,No,14,4,3,80,1,20,2,3,1,1,1,1
36,No,Travel_Rarely,552,Research & Development,3,3,Life Sciences,1,660,3,Male,84,4,2,Research Scientist,3,Single,6002,2988,3,Y,No,11,3,2,80,1,18,4,3,2,0,0,2
32,No,Travel_Rarely,854,Research & Development,2,3,Medical,1,661,1,Male,82,2,2,Manufacturing Director,3,Married,7188,9142,2,Y,No,15,3,1,80,0,12,1,4,10,7,2,2
32,Yes,Travel_Rarely,1462,Research & Development,4,2,Medical,1,662,4,Male,54,4,2,Laboratory Technician,1,Married,7334,18338,5,Y,Yes,11,3,4,80,0,12,3,2,2,2,2,2
37,Yes,Travel_Rarely,660,Research & Development,29,3,Life Sciences,1,663,3,Female,100,3,1,Sales Executive,1,Married,4770,18230,1,Y,Yes,16,3,1,80,1,16,3,1,0,0,0,0
32,No,Non-Travel,409,Sales,6,4,Life Sciences,1,664,4,Female,89,2,2,Manufacturing Director,3,Single,6319,3926,5,Y,Yes,13,4,1,80,1,14,3,1,14,0,0,2
31,Yes,Travel_Rarely,335,Sales,19,3,Medical,1,665,4,Male,48,3,2,Sales Executive,3,Single,6001,9252,1,Y,Yes,13,4,2,80,0,12,5,2,1,1,1,1
38,No,Travel_Rarely,344,Research & Development,8,4,Medical,1,666,2,Male,44,2,2,Research Scientist,4,Divorced,6840,16279,1,Y,No,15,3,4,80,0,20,3,3,0,0,0,0
35,No,Travel_Rarely,371,Research & Development,11,3,Life Sciences,1,667,3,Male,52,3,1,Laboratory Technician,1,Single,4412,10028,1,Y,Yes,16,3,1,80,2,15,3,3,2,2,2,2
51,No,Non-Travel,1167,Sales,3,3,Marketing,1,668,1,Male,62,4,2,Laboratory Technician,1,Divorced,8036,12504,0,Y,Yes,18,3,4,80,3,32,3,3,2,0,0,2
18,No,Travel_Rarely,187,Research & Development,4,1,Medical,1,669,4,Male,90,3,3,Healthcare Representative,3,Divorced,8029,19847,9,Y,No,14,3,4,80,0,0,3,2,0,0,0,0
47,No,Travel_Rarely,1495,Research & Development,7,4,Technical Degree,1,670,3,Male,84,3,4,Manager,3,Divorced,11907,2325,0,Y,No,15,3,3,80,0,27,1,2,18,0,0,1
48,No,Travel_Rarely,832,Sales,20,5,Life Sciences,1,671,4,Female,90,4,2,Healthcare Representative,2,Married,7329,8978,1,Y,Yes,11,3,2,80,0,30,4,2,15,1,1,1
18,No,Travel_Rarely,862,Research & Development,1,3,Marketing,1,672,2,Female,49,3,2,Sales Executive,3,Married,5721,5640,1,Y,No,19,3,3,80,0,0,0,3,0,0,0,0
34,No,Travel_Rarely,602,Sales,7,1,Medical,1,673,3,Male,72,3,2,Sales Executive,1,Divorced,7237,5272,0,Y,No,12,4,4,80,0,14,3,3,4,4,1,3
34,No,Travel_Frequently,1066,Research & Development,1,2,Life Sciences,1,674,4,Female,50,4,1,Laboratory Technician,1,Single,4328,25979,0,Y,No,17,3,4,80,1,16,3,3,6,0,0,3
